Country,Region,1949,1954,1959,1964,1969,1974,1979,1984,1989,1994,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,latitude,longitude
Malta,EUROPE,-,5,11,9,17,9,12,30,45,63,65,61,51,38,30,27,38,27,24,37,32,19,41,51,52,29,23,25,34,38,35.937496,14.375416
Moldova,EUROPE,-,-,-,-,-,-,-,-,-,54,159,183,269,268,266,285,359,365,418,485,441,411,416,379,328,322,281,252,237,205,47.411631,28.369884999999996
Monaco,EUROPE,-,-,1,1,3,2,3,6,9,18,17,18,15,13,8,9,24,21,28,12,23,22,43,21,28,18,23,22,17,17,43.750298,7.412841
Montenegro,EUROPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,107,120,94,85,112,109,95,121,126,101,115,112,42.708678000000006,19.37439
Netherlands,EUROPE,314,375,395,465,906,620,1100,1500,1840,1847,1751,1856,1791,1672,1505,1474,1567,1587,1680,1870,1830,1833,1975,1948,2074,2257,2445,2551,2701,2681,52.132633,5.291266
Norway,EUROPE,515,328,430,418,668,490,930,1800,2160,2123,2329,2098,2323,1568,1471,1414,1297,1191,1264,1349,1467,1822,2016,2097,2304,2498,2391,2293,2105,1988,60.472024,8.468946
Poland,EUROPE,261,19,78,159,397,260,390,650,1010,1593,2194,2432,2606,2744,2913,2861,3020,2810,2731,2772,2264,1852,1838,1581,1520,1493,1460,1489,1477,1526,51.919438,19.145135999999997
Portugal,EUROPE,75,55,129,140,172,220,400,650,690,739,918,884,946,881,880,852,845,854,902,974,1015,981,970,949,877,915,919,929,937,973,39.399871999999995,-8.224454
Romania,EUROPE,45,2,3,28,110,110,74,74,120,1133,2716,2976,3325,3407,3320,3217,3225,3134,2902,2612,2204,1883,1607,1460,1317,1220,1105,1173,1071,1016,45.943160999999996,24.96676
Russia,EUROPE,-,-,-,-,-,-,-,-,-,4832,7025,6858,6643,6238,5532,5073,4801,4751,4906,4908,4827,4692,4805,4898,5138,5562,5444,5412,5518,5292,61.52401,105.31875600000001
San Marino,EUROPE,-,-,1,1,2,-,-,2,4,3,3,4,2,4,2,3,3,2,0,2,2,2,3,3,1,1,3,2,4,3,43.94236,12.457777
Serbia,EUROPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1074,1193,1234,1175,1067,1068,1041,966,970,1023,1055,1079,1098,44.016521000000004,21.005859
Serbia & Montenegro,EUROPE,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,391,971,-,-,-,-,-,-,-,-,-,-,-,-,-,44.016521000000004,21.005859
Slovakia,EUROPE,-,-,-,-,-,-,-,-,-,166,498,539,627,610,585,609,697,592,536,543,466,419,424,362,356,359,343,348,347,349,48.669026,19.699023999999998
Slovenia,EUROPE,-,-,-,-,-,-,-,-,-,121,224,207,225,238,209,306,219,199,210,199,192,178,171,227,188,245,256,245,250,256,46.151241,14.995463
Spain,EUROPE,132,204,288,422,533,580,830,1520,3640,5126,4337,4156,4048,3633,3631,3512,3455,3575,3660,3849,3971,4330,4924,5033,5350,6143,6640,7164,7489,7262,40.463667,-3.7492199999999998
Sweden,EUROPE,158,162,219,280,471,420,850,1360,1740,3432,4994,4598,4041,3709,3116,3106,3212,2920,3292,3279,3116,3236,3926,4283,4369,4507,4297,4053,3543,3460,60.128161,18.643501
Switzerland,EUROPE,173,175,171,275,509,440,860,950,1240,1630,1893,1850,1680,1562,1561,1361,1276,1241,1296,1316,1284,1287,1362,1420,1441,1461,1480,1487,1382,1367,46.818188,8.227511999999999
Turkey,EUROPE,483,396,835,1070,1309,1410,2210,2640,3400,6716,10100,10983,12091,11601,11398,12474,11622,11506,12030,13263,12397,12184,11973,11278,10821,10724,10691,10586,10520,10159,38.963745,35.243322
"U.S.S.R., Former",EUROPE,30,9,30,35,51,35,600,230,510,594,135,105,79,0,50,111,75,-,-,-,-,-,-,-,-,-,-,-,-,-,,
Ukraine,EUROPE,-,-,-,-,-,-,-,-,-,792,1673,1909,2195,2070,2004,1831,1805,1692,1714,1716,1727,1583,1535,1490,1464,1551,1680,1817,1928,1953,48.379433,31.16558
United Kingdom,EUROPE,829,710,993,1959,4216,2770,4280,6030,7100,7786,7990,8139,8414,8326,8439,8236,8274,8438,8367,8701,8861,8947,9186,9467,10191,10743,11599,11489,11460,11146,55.378051,-3.435973
Vatican City/Holy See,EUROPE,-,-,-,-,-,1,1,1,1,-,3,5,1,6,11,8,6,3,2,3,1,4,1,1,1,2,6,0,3,0,41.902916,12.453389
"Yugoslavia, Former",EUROPE,39,41,110,194,366,310,350,490,1070,1841,1631,1790,2027,1959,1851,1233,621,294,114,58,57,-,-,-,-,-,-,-,-,-,,
"Europe, Unspecified",EUROPE,-,-,-,-,1,-,73,88,58,-,12,0,0,35,1,0,0,2,19,0,0,31,18,12,4,4,10,4,1,1,,
"Latin America & Caribbean, Unspecified","Latin America & Caribbean, Unspecified",-,-,-,-,-,10,-,-,-,-,-,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,,
Anguilla,Caribbean,-,-,-,-,-,-,-,2,25,16,63,65,46,46,62,61,44,49,93,71,65,43,29,15,21,15,18,14,15,19,18.220554,-63.068615
Antigua and Barbuda,Caribbean,-,-,-,-,-,49,93,126,240,254,287,271,239,215,240,204,226,203,174,189,213,193,183,188,215,120,228,225,200,164,17.060816,-61.796428000000006
Aruba,Caribbean,-,-,-,-,-,-,-,-,27,41,82,85,64,55,60,70,91,90,68,124,72,94,67,69,74,68,89,73,90,71,12.52111,-69.968338
Bahamas,Caribbean,-,55,84,112,258,690,1330,1520,1640,1858,1902,1762,1973,2012,2030,1638,1631,1681,1542,1773,1828,1720,1737,1629,1744,1835,2027,2252,2176,2148,25.03428,-77.39628
Barbados,Caribbean,-,15,60,106,123,170,260,350,450,621,701,647,580,590,569,494,467,440,403,452,360,332,267,293,285,278,319,319,322,333,13.193887,-59.543198
Bermuda,Caribbean,-,59,82,85,97,200,440,590,720,647,584,609,525,714,633,494,497,476,421,410,429,395,389,406,388,387,319,315,296,280,32.321384,-64.75737
British Virgin Islands,Caribbean,-,-,15,35,-,23,47,56,106,68,83,84,97,113,145,187,188,138,93,96,122,94,116,112,80,99,95,76,70,81,18.420695000000002,-64.63996800000001
Cayman Islands,Caribbean,-,-,-,-,16,3,21,37,69,132,249,243,211,203,191,168,223,210,161,164,158,165,181,175,187,174,165,165,169,159,19.513469,-80.566956
Cuba,Caribbean,749,717,935,1565,4487,1110,1130,1500,980,86,139,517,163,141,132,190,119,99,82,84,88,62,57,76,69,94,153,119,152,163,21.521757,-77.78116700000001
Curacao,Caribbean,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,76,75,117,118,128,122,12.16957,-68.990021
Dominica,Caribbean,-,-,-,-,-,11,23,30,82,170,256,258,232,288,232,319,376,327,228,285,301,256,261,237,191,166,238,271,371,227,15.414999,-61.370976
Dominican Republic,Caribbean,68,74,86,214,802,570,640,690,960,976,922,869,898,983,998,868,875,961,1159,1387,1400,1393,1610,1803,1746,1535,1513,1428,1467,1559,18.735692999999998,-70.162651
Grenada,Caribbean,-,-,-,-,-,80,84,91,174,214,292,281,185,317,229,210,376,297,238,298,231,189,261,225,189,145,186,194,170,133,12.262775999999999,-61.604170999999994
Guadeloupe,Caribbean,-,-,-,3,12,1,3,3,10,10,7,10,8,8,5,10,13,10,6,14,14,14,15,11,18,11,11,9,10,8,16.995971,-62.067641
Haiti,Caribbean,81,110,113,190,563,530,540,1400,1490,795,1145,1012,1184,910,1074,1002,1029,1163,872,857,1012,888,889,934,942,934,946,958,948,967,18.971187,-72.28521500000001
Jamaica,Caribbean,290,528,902,1183,1353,1790,2150,2200,2850,2878,3762,4225,4286,4723,4994,4368,4166,4110,3871,3902,3530,3172,2694,2499,2502,2440,2510,2797,2785,2820,18.109581,-77.297508
Martinique,Caribbean,14,-,2,9,9,4,12,9,14,7,7,8,13,6,9,16,15,8,5,7,8,8,3,4,7,3,9,9,12,11,14.641528,-61.024174
Montserrat,Caribbean,-,-,-,-,-,4,3,5,20,22,18,10,6,13,6,13,17,24,16,13,15,8,2,3,1,1,4,3,3,7,16.742498,-62.187366000000004
Netherlands Antilles,Caribbean,50,53,40,77,110,100,340,540,730,500,390,352,335,330,225,203,147,190,233,187,244,201,155,194,-,-,-,-,-,-,12.226078999999999,-69.060087
St. Kitts and Nevis,Caribbean,-,-,-,-,-,32,83,39,134,134,196,271,146,172,167,196,265,271,239,310,244,217,269,234,190,182,222,218,200,147,17.357822,-62.782998
St. Lucia,Caribbean,-,-,-,-,-,10,20,37,83,149,231,267,269,331,299,345,342,331,319,331,529,526,352,330,322,275,265,268,229,206,13.909444,-60.97889300000001
St. Vincent and the Grenadines,Caribbean,-,-,-,-,-,24,23,37,68,118,209,139,131,172,183,175,140,139,126,122,124,105,95,98,105,75,89,83,83,92,12.984305,-61.287228000000006
St. Vincent and the Grenadines,Caribbean,-,-,-,-,-,24,23,37,68,118,209,139,131,172,183,175,140,139,126,122,124,105,95,98,105,75,89,83,83,92,12.984305,-61.287228000000006
St. Vincent and the Grenadines,Caribbean,-,-,-,-,-,24,23,37,68,118,209,139,131,172,183,175,140,139,126,122,124,105,95,98,105,75,89,83,83,92,12.984305,-61.287228000000006
Sint Maarten,Caribbean,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,52,92,78,82,109,,
Trinidad and Tobago,Caribbean,189,126,255,594,780,1010,1030,2070,2160,2037,2762,2901,2668,3127,3638,2930,2924,2912,2640,2475,2402,1882,1689,1532,1440,1464,1381,1304,1257,1202,10.691803,-61.222503
Turks and Caicos,Caribbean,-,-,-,-,-,1,2,14,24,19,30,48,64,54,78,168,166,199,169,169,146,82,55,29,29,36,44,50,42,37,21.694025,-71.797928
"Caribbean, Unspecified",Caribbean,173,60,90,167,439,288,346,254,244,181,95,98,81,86,40,63,15,2,2,10,6,0,0,0,12,14,2,5,12,0,,
Belize,Mexico and Central America,-,24,33,58,120,90,107,135,360,334,464,489,542,489,501,449,462,454,490,468,415,388,370,333,324,312,308,356,366,375,17.189877,-88.49765
Costa Rica,Mexico and Central America,202,159,201,266,423,380,670,660,1060,866,821,928,966,951,907,895,896,939,927,1027,1089,1105,1078,1074,1067,1118,1148,1148,1146,1157,9.748917,-83.753428
El Salvador,Mexico and Central America,105,266,217,220,356,490,1020,1250,1370,760,1079,825,917,971,976,962,939,1031,940,1184,1208,1157,1151,1172,1233,1460,1632,1570,1554,1566,13.794185,-88.89653
Guatemala,Mexico and Central America,221,250,242,226,337,350,500,740,1030,785,1044,1050,1058,1045,1030,1037,1006,1014,1019,1094,992,1042,1048,1113,1252,1205,1245,1217,1206,1192,15.783470999999999,-90.23075899999999
Honduras,Mexico and Central America,103,187,151,193,326,400,810,1280,1470,1148,859,974,1007,985,1089,1140,1042,1097,1068,1226,1337,1349,1407,1513,1756,1760,1985,2046,2104,2191,15.199998999999998,-86.241905
Mexico,Mexico and Central America,825,1247,1356,1370,2501,4000,5650,5750,6540,9003,10607,10670,12518,12801,13329,13063,13931,13826,14837,14850,13450,13713,13893,14199,14779,17052,16733,16835,15468,15229,23.634501,-102.552784
Nicaragua,Mexico and Central America,127,215,190,255,453,670,1170,1150,2450,615,591,611,608,480,473,673,410,409,389,448,383,434,363,434,437,418,395,398,409,443,12.865416,-85.207229
Panama,Mexico and Central America,377,449,544,640,868,882,1200,1570,2260,1409,1389,1217,1208,1134,958,1008,1023,973,1130,1133,1082,1173,1122,1234,1428,1384,1537,1588,1749,1845,8.537981,-80.782127
"Mexico and Central America, Unspecified",Mexico and Central America,-,-,-,-,2,9,43,15,-,3,-,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Argentina,South America,183,228,293,662,1079,560,910,1240,1810,1996,2978,3172,3444,3644,3644,3363,3032,2813,2535,2380,2165,2105,1888,1847,1902,2053,2201,2219,2283,2407,-38.416097,-63.616671999999994
Bolivia,South America,148,157,155,289,461,510,870,1040,1060,757,876,897,953,1051,1004,1008,995,993,964,1067,1039,977,1025,1024,1068,1116,1142,1207,1153,1195,-16.290154,-63.588653
Brazil,South America,423,507,473,691,1349,1970,2910,2790,3730,5017,8600,8846,8972,8388,7799,7244,7009,7126,7578,8767,8786,8777,9029,10868,13286,23675,19370,13089,14620,16059,-14.235004,-51.92528
Chile,South America,148,171,251,462,906,950,1190,1190,1100,907,1429,1553,1655,1723,1612,1559,1550,1570,1685,1953,2055,2164,2203,2349,2432,2513,2630,2523,2528,2699,-35.675146999999996,-71.542969
Colombia,South America,582,1301,687,1196,2045,2380,3200,4060,3320,3208,6277,6765,8068,7771,7533,7334,6835,6750,6662,7013,6920,6456,6295,6543,7083,7169,7815,7982,7976,8060,4.570868,-74.297333
Ecuador,South America,105,166,210,390,648,690,1000,1120,1170,1471,1939,2028,2364,2398,2345,2177,2173,2211,2152,2268,2232,2150,2160,2299,2578,2797,2889,3032,3050,2892,-1.8312389999999998,-78.183406
Falkland Islands,South America,-,-,-,-,-,-,-,-,-,3,5,4,1,0,0,0,1,33,7,33,1,0,0,7,1,3,2,0,0,0,-51.796253,-59.523613
French Guiana,South America,-,-,1,-,7,2,8,2,3,6,8,5,6,4,1,3,3,2,8,4,2,28,1,4,2,11,7,1,3,7,3.9338889999999997,-53.125781999999994
Guyana,South America,134,142,201,378,863,900,850,630,510,467,496,409,359,503,503,441,349,343,300,280,296,272,224,206,246,230,246,250,296,311,4.860416000000001,-58.93018000000001
Paraguay,South America,14,34,52,62,89,90,80,133,230,251,304,371,375,418,343,305,321,340,377,380,340,322,342,395,492,505,564,587,590,619,-23.442503,-58.44383199999999
Peru,South America,252,276,418,766,1307,1580,1740,2070,2750,2382,2785,2660,3188,3376,3771,3631,3519,3701,3672,3598,3279,2939,2702,2539,2607,2763,3256,3200,3235,3409,-9.189967,-75.015152
Suriname,South America,-,12,6,18,11,11,62,172,230,153,111,121,100,97,126,92,117,101,88,93,101,94,92,88,91,82,84,83,80,74,3.9193050000000005,-56.02778299999999
Uruguay,South America,35,35,39,85,148,140,190,220,280,319,397,397,468,493,532,526,509,476,458,447,390,389,360,365,353,384,410,433,444,407,-32.522779,-55.765834999999996
Venezuela,South America,446,882,1126,1173,1722,2680,9860,10290,2740,4092,5125,5217,5627,5333,5575,5279,4792,4523,4446,4678,4958,5491,6281,6158,7022,7890,8267,8540,8371,7760,6.42375,-66.58973
"South America, Unspecified",South America,-,-,-,2,18,27,60,43,37,1,85,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bahrain,MIDDLE EAST,-,1,3,5,6,18,260,430,310,343,542,562,601,451,444,377,373,392,394,431,415,409,438,459,467,474,469,475,451,422,25.930414000000003,50.637772
Iran,MIDDLE EAST,570,997,2507,3719,5175,13780,51310,16640,7440,2896,1885,1844,2216,2258,2321,2251,2420,2795,3060,3533,4731,5626,6982,8744,10194,11338,12269,12643,12783,12142,32.427908,53.68804599999999
Iraq,MIDDLE EAST,499,650,675,919,512,420,1220,1550,770,255,112,155,147,127,120,142,190,262,307,359,423,616,809,1074,1491,1727,1901,1698,1438,1237,33.223191,43.679291
Israel,MIDDLE EAST,251,790,807,1539,2288,2390,2730,2480,2910,2692,3238,3402,3458,3521,3474,3323,3419,3269,3004,3060,2778,2701,2490,2430,2457,2370,2343,2393,2327,2392,31.046051000000002,34.851612
Jordan,MIDDLE EAST,17,607,556,654,909,1010,4720,6750,5250,2431,2074,2187,2417,2173,1853,1754,1733,1726,1799,2225,1995,2002,2062,2109,2148,2215,2330,2312,2420,2435,30.585164000000002,36.238414
Kuwait,MIDDLE EAST,-,-,49,214,319,960,2670,3980,2280,2844,3298,3045,2966,2212,1846,1720,1703,1633,1823,2031,2442,2998,3722,5115,7288,9034,9772,9825,10190,9195,29.311659999999996,47.481766
Lebanon,MIDDLE EAST,113,261,590,700,1020,1580,6040,6940,4450,1835,1582,2005,2435,2364,2179,2040,1950,1852,1807,1823,1608,1462,1350,1266,1367,1416,1486,1556,1633,1672,33.854721000000005,35.862285
Oman,MIDDLE EAST,-,-,2,-,-,11,170,400,620,585,661,702,623,540,445,354,337,254,361,271,286,313,538,980,1504,2200,2856,2876,3097,2963,21.512583,55.923255000000005
Palestinian Territories,MIDDLE EAST,160,-,-,-,-,-,-,-,-,-,209,237,232,287,247,268,309,361,249,362,304,331,331,319,429,458,468,423,480,468,31.952162,35.233154
Qatar,MIDDLE EAST,-,-,-,4,17,120,630,810,480,427,416,463,461,441,354,290,254,296,345,463,663,716,979,994,1191,1252,1443,1420,1127,834,25.354826,51.183884
Saudi Arabia,MIDDLE EAST,18,40,93,552,1029,1540,9540,7760,4110,4075,5156,5273,5579,4175,3521,3035,3448,7886,9873,12661,15810,22704,34139,44566,53919,59945,61287,52611,44432,37080,23.885942,45.079162
Syria,MIDDLE EAST,96,280,283,434,469,410,840,2180,1500,678,641,713,735,642,556,498,446,462,517,454,424,526,458,505,693,792,783,827,726,566,34.802075,38.996815000000005
United Arab Emirates,MIDDLE EAST,-,-,-,1,2,25,740,1270,1450,2071,2539,2659,2121,1792,1248,1158,978,885,983,1218,1653,1871,2097,2256,2784,2878,2920,2753,2486,2361,23.424076,53.847818000000004
Yemen,MIDDLE EAST,-,10,14,21,26,18,190,544,610,426,372,411,436,375,284,238,246,248,233,249,265,268,269,353,440,516,599,658,517,398,15.552726999999999,48.516388
"Middle East, Unspecified",MIDDLE EAST,-,-,-,-,2,8,10,6,-,10,-,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Algeria,North Africa,8,1,7,83,45,240,1560,780,480,251,214,220,196,177,148,143,132,145,179,172,178,158,177,176,173,175,158,192,212,238,28.033886,1.6596259999999998
Egypt,North Africa,349,351,490,1279,1015,980,1650,2410,1700,1577,1964,2255,2409,2155,1822,1574,1509,1664,1766,1915,2271,2181,2201,2608,2832,2974,3442,3715,3701,3675,26.820553000000004,30.802497999999996
Libya,North Africa,-,4,27,74,286,980,3030,1200,210,57,38,39,42,33,39,39,38,93,155,667,1064,1494,1328,1343,1379,1578,1514,1311,1064,884,26.3351,17.228331
Morocco,North Africa,7,15,59,85,83,80,220,770,1140,912,1607,1917,2102,2034,1835,1571,1502,1202,1132,1169,1120,1201,1305,1293,1324,1373,1495,1634,1563,1461,31.791702,-7.09262
Tunisia,North Africa,-,1,30,75,114,80,68,640,660,283,344,385,458,381,341,268,277,274,402,306,308,386,445,459,538,592,692,692,728,703,33.886917,9.537499
Western Sahara,North Africa,-,-,-,-,-,-,-,-,-,-,-,2,8,4,23,13,3,-,-,-,-,-,-,-,-,-,-,-,-,-,24.215526999999998,-12.885834
"North Africa, Unspecified",North Africa,-,-,-,-,-,-,52,-,10,2,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Canada,NORTH AMERICA,4362,4655,5679,9253,13318,8430,15130,15370,17870,22747,23544,25279,26514,26513,27017,28140,28202,28280,29051,29697,28145,27546,26821,27357,28304,27240,26973,27065,25909,26122,56.130366,-106.34677099999999
Australia,OCEANIA,149,238,367,678,1077,950,1560,1560,1740,2247,2617,2645,2707,2777,2706,2659,2806,2797,3088,3203,3296,3777,3848,4121,4377,4511,4752,4933,4908,4930,-25.274398,133.775136
Cook Islands,OCEANIA,-,-,1,-,1,2,-,6,2,18,9,4,4,5,3,3,12,3,5,1,9,4,6,7,5,2,5,0,5,17,-21.236735999999997,-159.777671
Fiji,OCEANIA,2,11,21,64,66,36,57,104,158,147,214,250,247,212,177,184,177,112,177,192,157,138,122,136,124,89,111,100,109,98,-16.578193,179.414413
French Polynesia,OCEANIA,-,3,6,24,48,24,32,29,95,92,94,71,110,80,97,91,87,21,58,35,28,30,42,37,28,23,31,30,30,60,-17.679742,-149.40684299999998
Kiribati,OCEANIA,-,-,-,-,-,-,-,1,25,35,46,42,35,47,53,32,34,58,36,30,31,31,48,70,84,41,53,64,58,91,-3.3704169999999998,-168.734039
Marshall Islands,OCEANIA,-,-,-,-,-,-,-,-,10,10,30,37,40,31,24,91,90,54,85,63,51,52,39,42,13,17,18,10,22,16,7.131474000000001,171.184478
Micronesia,OCEANIA,-,-,-,-,-,-,-,-,-,574,226,188,274,198,182,128,156,231,140,118,115,131,98,88,35,39,22,28,38,44,7.425553999999999,150.550812
Nauru,OCEANIA,-,-,-,-,-,-,-,2,-,1,4,4,2,3,0,8,8,5,3,6,2,11,7,1,6,9,0,1,1,1,-0.522778,166.931503
New Caledonia,OCEANIA,-,1,-,-,-,-,1,-,7,3,12,7,2,9,9,9,21,5,9,7,12,13,8,7,9,7,2,5,6,4,-20.904304999999997,165.618042
New Zealand,OCEANIA,47,63,119,226,385,310,410,540,610,798,956,971,1046,1041,962,900,929,870,1021,1074,1103,1164,1204,1311,1337,1472,1608,1741,1785,1841,-40.900557,174.88597099999998
Niue,OCEANIA,-,-,-,-,-,1,-,-,1,7,5,5,18,17,11,6,5,5,3,11,36,8,8,7,2,8,2,4,4,2,-19.054445,-169.867233
Norfolk Island,OCEANIA,-,-,-,-,-,-,-,-,-,-,-,1,2,1,0,0,1,0,0,0,5,0,0,0,0,0,2,1,3,1,-29.040834999999998,167.954712
Palau,OCEANIA,-,-,-,-,-,-,-,-,71,94,58,48,45,57,45,38,34,22,44,33,32,31,21,20,6,10,12,15,31,26,7.51498,134.58252
Papua New Guinea,OCEANIA,-,-,-,-,4,3,9,18,16,22,38,30,32,37,32,35,64,27,35,56,52,50,60,78,79,87,87,77,83,86,-6.314993,143.95555
Samoa,OCEANIA,-,5,9,38,76,21,-,126,128,123,189,118,107,125,103,123,87,27,72,94,43,49,51,53,51,21,60,56,93,103,-13.759029,-172.10462900000002
Solomon Islands,OCEANIA,-,-,-,-,-,-,1,6,1,10,5,7,8,10,9,19,12,6,14,6,8,7,13,10,11,7,5,8,9,15,-9.645710000000001,160.156194
Tonga,OCEANIA,-,1,7,90,93,40,37,110,116,131,164,188,164,144,111,146,168,47,201,115,102,103,104,105,116,95,130,133,169,186,-21.178986,-175.198242
Tuvalu,OCEANIA,-,-,-,-,-,-,-,-,1,6,4,2,2,9,5,1,1,3,5,4,2,2,3,2,1,7,4,3,4,4,-7.109535,177.64933
Vanuatu,OCEANIA,-,-,-,-,-,-,-,2,1,9,3,5,6,8,5,7,9,5,5,5,5,8,8,7,7,8,9,11,14,15,-15.376706,166.959158
Wallis and Futuna,OCEANIA,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,2,3,0,2,1,7,2,1,18,4,2,0,2,-13.768752,-177.156097
"Pacific Islands, Unspecified",OCEANIA,-,15,38,145,327,1263,2033,1686,1028,-,3,1,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,,
Stateless,Stateless,195,42,93,205,341,134,170,270,110,105,7,10,87,33,19,37,0,0,0,0,0,10,8,13,12,6,10,2,6,1,,
